Location,3/18/20,3/19/20,delta
"Lipscomb, Texas, US",0,0,0.00
"Live Oak, Texas, US",0,0,0.00
"Llano, Texas, US",0,0,0.00
"Loving, Texas, US",0,0,0.00
"Lynn, Texas, US",0,0,0.00
"Madison, Texas, US",0,0,0.00
"Marion, Texas, US",0,0,0.00
"Martin, Texas, US",0,0,0.00
"Mason, Texas, US",0,0,0.00
"Maverick, Texas, US",0,0,0.00
"McCulloch, Texas, US",0,0,0.00
"McMullen, Texas, US",0,0,0.00
"Medina, Texas, US",0,0,0.00
"Menard, Texas, US",0,0,0.00
"Midland, Texas, US",0,0,0.00
"Milam, Texas, US",0,0,0.00
"Mills, Texas, US",0,0,0.00
"Mitchell, Texas, US",0,0,0.00
"Montague, Texas, US",0,0,0.00
"Moore, Texas, US",0,0,0.00
"Morris, Texas, US",0,0,0.00
"Motley, Texas, US",0,0,0.00
"Nacogdoches, Texas, US",0,0,0.00
"Navarro, Texas, US",0,0,0.00
"Newton, Texas, US",0,0,0.00
"Nolan, Texas, US",0,0,0.00
"Nueces, Texas, US",0,0,0.00
"Ochiltree, Texas, US",0,0,0.00
"Oldham, Texas, US",0,0,0.00
"Orange, Texas, US",0,0,0.00
"Out of TX, Texas, US",0,0,0.00
"Palo Pinto, Texas, US",0,0,0.00
"Panola, Texas, US",0,0,0.00
"Parker, Texas, US",0,0,0.00
"Parmer, Texas, US",0,0,0.00
"Pecos, Texas, US",0,0,0.00
"Polk, Texas, US",0,0,0.00
"Potter, Texas, US",0,2,0.00
"Presidio, Texas, US",0,0,0.00
"Rains, Texas, US",0,0,0.00
"Randall, Texas, US",0,0,0.00
"Reagan, Texas, US",0,0,0.00
"Real, Texas, US",0,0,0.00
"Red River, Texas, US",0,0,0.00
"Reeves, Texas, US",0,0,0.00
"Refugio, Texas, US",0,0,0.00
"Roberts, Texas, US",0,0,0.00
"Robertson, Texas, US",0,0,0.00
"Rockwall, Texas, US",0,0,0.00
"Runnels, Texas, US",0,0,0.00
"Sabine, Texas, US",0,0,0.00
"San Augustine, Texas, US",0,0,0.00
"San Jacinto, Texas, US",0,0,0.00
"San Patricio, Texas, US",0,0,0.00
"San Saba, Texas, US",0,0,0.00
"Schleicher, Texas, US",0,0,0.00
"Scurry, Texas, US",0,0,0.00
"Shackelford, Texas, US",0,0,0.00
"Shelby, Texas, US",0,0,0.00
"Sherman, Texas, US",0,0,0.00
"Somervell, Texas, US",0,0,0.00
"Starr, Texas, US",0,0,0.00
"Stephens, Texas, US",0,0,0.00
"Sterling, Texas, US",0,0,0.00
"Stonewall, Texas, US",0,0,0.00
"Sutton, Texas, US",0,0,0.00
"Swisher, Texas, US",0,0,0.00
"Taylor, Texas, US",0,0,0.00
"Terrell, Texas, US",0,0,0.00
"Terry, Texas, US",0,0,0.00
"Throckmorton, Texas, US",0,0,0.00
"Titus, Texas, US",0,0,0.00
"Tom Green, Texas, US",0,0,0.00
"Trinity, Texas, US",0,0,0.00
"Tyler, Texas, US",0,0,0.00
"Upshur, Texas, US",0,0,0.00
"Upton, Texas, US",0,0,0.00
"Uvalde, Texas, US",0,0,0.00
"Val Verde, Texas, US",0,0,0.00
"Van Zandt, Texas, US",0,1,0.00
"Victoria, Texas, US",0,0,0.00
"Walker, Texas, US",0,0,0.00
"Waller, Texas, US",0,0,0.00
"Ward, Texas, US",0,0,0.00
"Washington, Texas, US",0,0,0.00
"Wharton, Texas, US",0,0,0.00
"Wheeler, Texas, US",0,0,0.00
"Wilbarger, Texas, US",0,0,0.00
"Willacy, Texas, US",0,0,0.00
"Wilson, Texas, US",0,0,0.00
"Winkler, Texas, US",0,0,0.00
"Wise, Texas, US",0,0,0.00
"Wood, Texas, US",0,0,0.00
"Yoakum, Texas, US",0,0,0.00
"Young, Texas, US",0,0,0.00
"Zapata, Texas, US",0,0,0.00
"Zavala, Texas, US",0,0,0.00
