"Autauga, Alabama, US",0,0,0.00
"Baldwin, Alabama, US",0,0,0.00
"Barbour, Alabama, US",0,0,0.00
"Bibb, Alabama, US",0,0,0.00
"Blount, Alabama, US",0,0,0.00
"Bullock, Alabama, US",0,0,0.00
"Butler, Alabama, US",0,0,0.00
"Calhoun, Alabama, US",0,0,0.00
"Chambers, Alabama, US",0,0,0.00
"Cherokee, Alabama, US",0,0,0.00
"Chilton, Alabama, US",0,0,0.00
"Choctaw, Alabama, US",0,0,0.00
"Clarke, Alabama, US",0,0,0.00
"Clay, Alabama, US",0,0,0.00
"Cleburne, Alabama, US",0,0,0.00
"Coffee, Alabama, US",0,0,0.00
"Colbert, Alabama, US",0,0,0.00
"Conecuh, Alabama, US",0,0,0.00
"Coosa, Alabama, US",0,0,0.00
"Covington, Alabama, US",0,0,0.00
"Crenshaw, Alabama, US",0,0,0.00
"Cullman, Alabama, US",0,0,0.00
"Dale, Alabama, US",0,0,0.00
"Dallas, Alabama, US",0,0,0.00
"DeKalb, Alabama, US",0,0,0.00
"Elmore, Alabama, US",0,0,0.00
"Escambia, Alabama, US",0,0,0.00
"Etowah, Alabama, US",0,0,0.00
"Fayette, Alabama, US",0,0,0.00
"Franklin, Alabama, US",0,0,0.00
"Geneva, Alabama, US",0,0,0.00
"Greene, Alabama, US",0,0,0.00
"Hale, Alabama, US",0,0,0.00
"Henry, Alabama, US",0,0,0.00
"Houston, Alabama, US",0,0,0.00
"Jackson, Alabama, US",0,0,0.00
"Jefferson, Alabama, US",0,0,0.00
"Lamar, Alabama, US",0,0,0.00
"Lauderdale, Alabama, US",0,0,0.00
"Lawrence, Alabama, US",0,0,0.00
"Lee, Alabama, US",0,0,0.00
"Limestone, Alabama, US",0,0,0.00
"Lowndes, Alabama, US",0,0,0.00
"Macon, Alabama, US",0,0,0.00
"Madison, Alabama, US",0,0,0.00
"Marengo, Alabama, US",0,0,0.00
"Marion, Alabama, US",0,0,0.00
"Marshall, Alabama, US",0,0,0.00
"Mobile, Alabama, US",0,0,0.00
"Monroe, Alabama, US",0,0,0.00
"Montgomery, Alabama, US",0,0,0.00
"Morgan, Alabama, US",0,0,0.00
"Out of AL, Alabama, US",0,0,0.00
"Perry, Alabama, US",0,0,0.00
"Pickens, Alabama, US",0,0,0.00
"Pike, Alabama, US",0,0,0.00
"Randolph, Alabama, US",0,0,0.00
"Russell, Alabama, US",0,0,0.00
"Shelby, Alabama, US",0,0,0.00
"St. Clair, Alabama, US",0,0,0.00
"Sumter, Alabama, US",0,0,0.00
"Talladega, Alabama, US",0,0,0.00
"Tallapoosa, Alabama, US",0,0,0.00
"Tuscaloosa, Alabama, US",0,0,0.00
"Walker, Alabama, US",0,0,0.00
"Washington, Alabama, US",0,0,0.00
"Wilcox, Alabama, US",0,0,0.00
"Winston, Alabama, US",0,0,0.00
