"Washington, Oregon, US",13,21,61.54
"Linn, Oregon, US",10,15,50.00
"Deschutes, Oregon, US",4,6,50.00
"Jackson, Oregon, US",2,2,0.00
"Marion, Oregon, US",2,4,100.00
"Umatilla, Oregon, US",2,2,0.00
"Clackamas, Oregon, US",1,6,500.00
"Douglas, Oregon, US",1,1,0.00
"Klamath, Oregon, US",1,1,0.00
"Multnomah, Oregon, US",1,3,200.00
"Polk, Oregon, US",1,2,100.00
"Yamhill, Oregon, US",1,1,0.00
"Baker, Oregon, US",0,0,0.00
"Benton, Oregon, US",0,2,0.00
"Clatsop, Oregon, US",0,0,0.00
"Columbia, Oregon, US",0,0,0.00
"Coos, Oregon, US",0,0,0.00
"Crook, Oregon, US",0,0,0.00
"Curry, Oregon, US",0,0,0.00
"Gilliam, Oregon, US",0,0,0.00
"Grant, Oregon, US",0,0,0.00
"Harney, Oregon, US",0,0,0.00
"Hood River, Oregon, US",0,0,0.00
"Jefferson, Oregon, US",0,0,0.00
"Josephine, Oregon, US",0,0,0.00
"Lake, Oregon, US",0,0,0.00
"Lane, Oregon, US",0,0,0.00
"Lincoln, Oregon, US",0,0,0.00
"Malheur, Oregon, US",0,0,0.00
"Morrow, Oregon, US",0,0,0.00
"Out of OR, Oregon, US",0,0,0.00
"Sherman, Oregon, US",0,0,0.00
"Tillamook, Oregon, US",0,0,0.00
"Union, Oregon, US",0,0,0.00
"Wallowa, Oregon, US",0,0,0.00
"Wasco, Oregon, US",0,0,0.00
"Wheeler, Oregon, US",0,0,0.00
